full_addr_,full_addr1,bld_eui,bld_eui2,log10_eui,Lighting,AirConditi,Escalator,Lift,Electrical,FoC_v,Date_FOC,retro,Storey,Basement,Unit,PM,OCor,MAC,OCom
"Lam's Building, 6-10 Kau U Fong, Sheung Wan, Hong Kong","林氏大廈, 香港上環九如坊6-10號",59.88,16.63,1.220892249,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,48,,yes,,
"Lansing House, 41-47 Queen's Road Central IL 4427 & IL Hong Kong","聯成大廈, 香港皇后大道中41-47號",274.29,76.19,1.881897974,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,1,52,yes,yes,,
"Lap Fai Building, 24-28 Li Yuen St W, Central, Hong Kong","立輝大廈, 香港中環利源西街24-28號",126.72,35.2,1.546542663,NO,NO,NO,NO,NO,NONE,NONE,NONE,18,0,72,yes,yes,,
"Lee Kee Commercial Building, 221-227A Queen's Rd C, Central, Hong Kong","利基商業大廈, 香港中環皇后大道中221-227A號",65.29,18.14,1.258637283,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,0,28,yes,yes,,
"Lee Long Wah Building, 7 On Lan St, Central, Hong Kong","李龍華大廈, 香港中環安蘭街7號",291.6,81,1.908485019,NO,NO,NO,NO,NO,NONE,NONE,NONE,6,0,5,,,,
"Lee Loong Building, 4 Queen Victoria St, Central, Hong Kong","利隆大廈, 香港中環域多利皇后街4號",83.51,23.2,1.365487985,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,26,,,,
"Lee Man Commercial Building, 105-107 Bonham Strand, Central, Hong Kong","利文商業大廈, 香港中環文咸東街105-107號",124.32,34.53,1.538196578,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,28,yes,yes,,
"LEE ROY COMMERCIAL BUILDING, 57-59 HOLLYWOOD ROAD","利來商業大廈, 荷李活道57-59號",70.1,19.47,1.289365952,NO,NO,NO,NO,NO,NONE,NONE,NONE,16,0,16,yes,yes,,
"Lee Wang Building, 133-134 Connaught Road West Hong Kong","利宏大樓, 香港干諾道西133-134號",713.24,198.12,2.296928319,NO,NO,NO,NO,NO,NONE,NONE,NONE,7,0,24,,yes,,
"LHT Tower, 31 Queen's Road Central, Central, Hong Kong","陸海通大廈, 香港中環皇后大道中31號",862.98,239.72,2.379704269,NO,NO,NO,NO,NO,NONE,NONE,NONE,28,1,0,yes,,,
"Li Dong Building, 9 Li Yuen Street East, Central, Hong Kong","利東大廈, 香港中環利源東街9號",276.19,76.72,1.884908594,NO,NO,NO,NO,NO,NONE,NONE,NONE,29,0,30,yes,,,
"LI PO CHUN CHAMBERS, 189 DES VOEUX ROAD CENTRAL","李寶椿大廈, 德輔道中189號",503.4,139.83,2.145600358,NO,NO,NO,NO,NO,NONE,NONE,NONE,31,1,120,yes,,,
"Li Yuen Building, 5-7 Li Yuen Street WestHong Kong","利源大廈, 香港利源西街5-7號",81.51,22.64,1.354876423,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,0,11,yes,,,
"Lin Wai Building, 13-15 Hillier St, Sheung Wan, Hong Kong","連威大廈, 香港上環禧利街13-15號",78.51,21.81,1.338655666,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,26,,yes,,
"LLOYDS COMMERCIAL CENTRE, 8-10 WING LOK STREET","萊德商業中心, 永樂街8-10號",75.59,21,1.322219295,NO,NO,NO,NO,NO,NONE,NONE,NONE,24,0,46,yes,,,
"Loke Yew Building, 50-52 Queen's Road Central IL 19 RPHong Kong","陸佑行, 香港皇后大道中50-52號",477.89,132.75,2.12303453,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,1,55,yes,,,
"Loon Kee Building, 267-275 Des Voeux Rd C, Sheung Wan, Hong Kong","龍記大廈, 香港上環德輔道中267-275號",93.35,25.93,1.413802517,NO,NO,NO,NO,NO,NONE,NONE,NONE,20,0,140,yes,,,
"Lop Po Building, 42-44 Ko Shing St, Central, Hong Kong","立寶大廈, 香港中環高陞街42-44號",64.89,18.03,1.255995727,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,43,,yes,,
"Lucky Building, 39 Wellington Street, Central, Hong Kong","六基大廈, 香港中環威靈頓街39號",436.7,121.31,2.083896603,NO,YES,NO,NO,NO,2015,5/27/2019,retro_after,25,0,74,yes,,,
"Lucky Commercial Centre, 103 DES VOEUX ROAD WEST","樂基商業中心, 德輔道西103號",80.52,22.37,1.349665984,NO,NO,NO,NO,NO,NONE,NONE,NONE,24,0,94,yes,yes,,
"Luen Hong Apartments, 116-122 Belcher's St, Kennedy Town, Hong Kong","聯康新樓, 香港堅尼地城卑路乍街116-122號",666.76,185.21,2.267664432,NO,NO,NO,YES,NO,2018,10/17/2020,retro_after,23,0,276,,yes,,
"Luen Shing Building, 118-120 Queen's Road Central, Central, Hong Kong","聯盛大廈, 香港中環皇后大道中118-120號",249.7,69.36,1.841109084,NO,NO,NO,NO,NO,NONE,NONE,NONE,9,1,9,yes,,,
"Luen Wai Commercial Building, 93-97 Des Voeux Rd W, Sai Ying Pun, Hong Kong","聯威商業大廈, 香港西營盤德輔道西93-97號",73.21,20.34,1.308350949,NO,NO,NO,NO,NO,NONE,NONE,NONE,16,0,48,yes,,,
"Luk Yu Building, 24-26 Stanley Street Hong Kong","陸羽大廈, 香港士丹利街24-26號",261.59,72.66,1.861295394,NO,NO,YES,YES,NO,2012,7/6/2016,retro_after,14,0,52,,,,
"Lyndhurst Building, 23-39 Lyndhurst Terrace Hong Kong","中環大廈, 香港擺花街23-39號",145.7,40.47,1.607133204,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,105,yes,yes,,
"Mainslit Building, 42-44 Stanley St, Central, Hong Kong","萬事利大廈, 香港中環士丹利街42-44號",87.38,24.27,1.385069776,NO,NO,NO,NO,NO,NONE,NONE,NONE,8,0,8,,yes,,
